cdmun;NO_MUNICIPIO;TIPOLOCA;Dependad;TDI_FUN;TDI_F14;TDI_F58;TDI_F00;TDI_F01;TDI_F02;TDI_F03;TDI_F04;TDI_F05;TDI_F06;TDI_F07;TDI_F08;TDI_MED;TDI_M01;TDI_M02;TDI_M03;TDI_M04
330350;NOVA IGUACU;Total;Total;29.1;22.9;35.6;11.9;11.7;21.7;31.9;32.7;40;37.3;33.3;30.2;34;37.5;35.3;27.1;16.4
330360;PARACAMBI;Total;Total;27.1;24.1;30.5;19.6;19.7;24.7;25.6;29.4;33.4;29.2;30.5;28.4;33.1;38.5;32.7;23.3;26.3
330370;PARAIBA DO SUL;Total;Total;29;23.9;34.9;3.8;22.1;27.7;34.7;30.2;35.6;37.3;33.9;32.2;35.6;40.1;35.5;26.1;--
330380;PARATI;Total;Total;34.4;31.1;38.9;15.7;25.9;35.1;37.5;39.2;45.3;38.8;34.8;31.8;35.3;41.5;31.9;28.4;22.7
330385;PATY DO ALFERES;Total;Total;29.8;22.5;38.2;20.1;18.6;22.5;27;23.8;44.1;35.9;39.3;32.4;35.1;41.5;34.2;24.8;43.8
330390;PETROPOLIS;Total;Total;30.3;24.5;36.9;14.3;20.9;25.5;28.8;32.1;41;37.9;36.8;30;35.6;41.5;34.3;27.2;36
330395;PINHEIRAL;Total;Total;30;23.1;38.5;9.1;19.1;21.7;31.2;33.8;45.4;41;35.9;28.6;24.5;26.6;24.9;18;43.5
330400;PIRAI;Total;Total;27.6;22.1;33.8;2.1;18.1;27.3;29.7;28.2;35.9;35.1;32.7;30.4;38.3;40.8;38.1;35.9;28.6
330410;PORCIUNCULA;Total;Total;27.6;21.4;35.1;4.5;5.1;28.1;26.7;34.3;40.8;34.2;40.1;24.3;30.8;37.7;27.9;24.5;27.3
330411;PORTO REAL;Total;Total;29.3;19;41.8;1.1;2;24.3;32.1;30.2;47.1;36.6;44.7;35.1;28.3;39.4;19.2;21.8;--
330412;QUATIS;Total;Total;31.7;24.5;41.1;0.6;17.3;24.8;35;38;45.6;41.4;42.7;32.1;37.2;43.7;34.5;28.1;--
330414;QUEIMADOS;Total;Total;29.7;22;38.9;12.6;9.6;18.4;30.8;34.1;41.1;39.8;37;36.8;41.2;44;41.7;36.1;30.5
330415;QUISSAMA;Total;Total;31.6;24.9;39.8;4.5;14.2;34.2;35.6;33.1;44;40.7;39.1;33.4;41.2;46.2;41.1;29.9;--
330420;RESENDE;Total;Total;24.7;21.1;28.7;20.7;13.9;21.1;26.8;22.9;30.1;32;28;23.4;23.3;26.1;23.9;17;40.8
330430;RIO BONITO;Total;Total;33.9;30.8;37.3;17.9;26.1;31.8;40.5;39.4;41.9;36.2;37.1;33.2;34.4;39;33.2;27.8;37.5
330440;RIO CLARO;Total;Total;34.3;31.9;37.4;20.8;30.1;35.5;35.7;36.9;43.3;37.9;37.2;29.3;36.8;39.4;30.6;40.2;--
330450;RIO DAS FLORES;Total;Total;37.4;28;49.4;--;24.2;39.9;38.9;31.9;52;57;48.5;35.3;47.5;58.2;42.5;43.1;11.1
330452;RIO DAS OSTRAS;Total;Total;24.1;19.7;29.6;7.2;16.5;22.9;24.6;27.4;32.5;30.5;29;25.4;28.8;34.2;27.1;21.8;31.6
330455;RIO DE JANEIRO;Total;Total;21.3;15.4;28.4;6;8;18.1;21.7;20.7;37;26;26.4;21.1;37.7;40.9;37.4;32.5;23.7
330460;SANTA MARIA MADALENA;Total;Total;36.7;29.2;47.6;2;3.2;36.8;43.3;45.8;51.4;48.8;46.9;40.4;28.9;45.6;29.8;3.7;--
330470;SANTO ANTONIO DE PADUA;Total;Total;20.7;14.6;27.7;4.1;7.4;16.5;22.3;21;29.7;30.8;27.9;21.2;26.2;30.3;25.5;21.6;20.7
330475;SAO FRANCISCO DE ITABAPOANA;Total;Total;40.3;36.2;46.3;10.2;32.4;44.7;44.4;47.3;50.7;45.9;44;41.6;37.8;46.9;36.4;26.9;30.6
330480;SAO FIDELIS;Total;Total;25.2;19.4;31.8;7.6;9.4;24;22.5;28.9;35.6;30.4;29.1;31.9;33;34.1;32.4;29.9;37.2
330490;SAO GONCALO;Total;Total;31.2;27;35.6;22.9;26;26.5;26.4;32.3;40.9;35.7;32.9;30.9;32.8;37.2;32;26.3;36.3
330500;SAO JOAO DA BARRA;Total;Total;37.6;33.7;42.9;21.7;28.4;35.9;42.6;41.8;48;46.2;36.6;37.2;43.4;50.5;38.3;37.4;77.8
330510;SAO JOAO DE MERITI;Total;Total;27.6;20.4;35.4;8.4;12.6;24.1;26.8;27.7;38.4;36.6;34.6;30.9;34.8;37.6;34.9;29.7;29.1
330513;SAO JOSE DE UBA;Total;Total;20.7;9.1;32.2;--;1.1;5.4;17.8;20;22.2;37.8;35;31;37.3;42.4;34.9;32.8;--
330515;SAO JOSE DO VALE DO RIO PRETO;Total;Total;33.1;29.1;38.1;20.5;25;25.6;31.7;42.5;50.9;37.5;34.6;25.3;26.2;33.2;24.1;17.3;--
330520;SAO PEDRO DA ALDEIA;Total;Total;33.6;28.1;40.6;18.9;24.6;31.6;32.6;32.8;44.9;41.2;38.2;35.1;37.8;43.4;37.9;28;34
330530;SAO SEBASTIAO DO ALTO;Total;Total;32.8;30.5;36.1;18.6;26.5;33.5;40.4;34.5;40.5;32.7;35.3;35.4;33.5;38.4;32.1;26.3;44.4
330540;SAPUCAIA;Total;Total;40;37.6;43.1;30.1;30.4;36;46.5;44.2;53.6;42;37.1;34.2;34.7;38.2;30.1;35.5;30
330550;SAQUAREMA;Total;Total;36.1;30.8;42.1;19.3;30.6;32.9;36.4;35.3;46.1;43.4;41;35.3;37.5;37.5;44.1;31.4;31
330555;SEROPEDICA;Total;Total;31.9;32.1;31.5;21.8;33.6;34.8;36.1;36;35.9;33.1;30.4;25;31.7;34;31.6;25.6;48.9
330560;SILVA JARDIM;Total;Total;39.1;37.1;42;21.8;35.5;40;46.6;41.5;47.8;42;40.2;34.3;40.9;43.8;43.8;32.7;15
330570;SUMIDOURO;Total;Total;35.9;30.7;43.6;7.3;26.3;37.7;39.4;39.2;47.8;48.4;44;30.6;37;42.9;35.1;31.8;42.9
330575;TANGUA;Total;Total;39.5;33.3;47.9;21.6;28.7;33.8;42.3;40;49.1;49.1;51;40.5;47.3;53.2;49.2;29.4;--
330580;TERESOPOLIS;Total;Total;26.3;20.1;33.6;4;12.8;21.2;27.9;29.9;35.7;36.2;32.3;28.8;30.3;36.5;27.4;23.6;27.5
330590;TRAJANO DE MORAIS;Total;Total;27.6;20.2;36.3;3.1;4.7;26.1;26.1;30.4;37.5;37.4;36;34;41.1;46.2;42.9;31.8;40.8
330600;TRES RIOS;Total;Total;35.7;33.2;38.9;23.2;30.5;34.1;36.3;43.1;40.4;41.7;39.1;32.9;33.5;42.1;29.4;21.2;40.6
330610;VALENCA;Total;Total;34;29.6;39.7;9.4;28.4;34.5;36.2;39;44.8;41.7;37.3;33.3;34.4;40.4;32.2;27.6;19.4
330615;VARRE-SAI;Total;Total;35;22.5;51.4;4.2;4.1;29;29.2;44;53.7;49.7;50.7;50.6;35.8;44.5;31.1;29.9;33.3
330620;VASSOURAS;Total;Total;36.6;33.5;41.1;17.2;27.2;37.3;42.7;43.4;46.4;45.1;39;29.5;37.2;47.8;32.6;21.8;30.3
330630;VOLTA REDONDA;Total;Total;21.5;16.9;26.6;5;11.2;18.6;23.3;25.2;30;27.4;25.3;23.3;26.1;31.5;24.1;20.5;12.5
