Municipio;Ano;1A;2A;3A;4A;5A;6A;7A;8A;NCA;TotalA;1D;2D;3D;4D;5D;6D;7D;8D;NCD;TotalD;1S;2S;3S;4S;5S;6S;7S;8S;NCS;TotalS
330350;2014;59;5376;226;3052;17092;17246;28;15;0;43094;-121;-5736;-239;-3541;-16469;-14977;-18;-5;0;-41106;-62;-360;-13;-489;623;2269;10;10;0;1988
330350;2013;72;5614;66;3860;16967;16487;18;22;0;43106;-76;-4840;-53;-3128;-16237;-14990;-31;-15;0;-39370;-4;774;13;732;730;1497;-13;7;0;3736
330350;2012;100;5356;99;2896;16729;14773;43;24;0;40020;-178;-5900;-84;-2575;-15638;-13799;-45;-17;0;-38236;-78;-544;15;321;1091;974;-2;7;0;1784
330350;2011;214;5555;144;2932;15733;14320;48;27;0;38973;-124;-5185;-208;-2870;-15119;-12926;-46;-25;0;-36503;90;370;-64;62;614;1394;2;2;0;2470
330350;2010;101;6090;324;3193;15044;12670;298;25;0;37745;-91;-5621;-345;-2645;-12683;-11117;-357;-54;0;-32913;10;469;-21;548;2361;1553;-59;-29;0;4832
330350;2009;71;4468;297;5918;11907;11344;11;16;0;34032;-38;-3982;-222;-6353;-11802;-10026;-8;-18;0;-32449;33;486;75;-435;105;1318;3;-2;0;1583
330350;2008;64;4094;142;3463;12587;11219;3;21;0;31593;-49;-3637;-136;-4042;-11329;-10614;-7;-16;0;-29830;15;457;6;-579;1258;605;-4;5;0;1763
330350;2007;61;3588;75;3448;10379;12021;305;6;0;29883;-20;-3087;-103;-3693;-8866;-8726;-545;-3;0;-25043;41;501;-28;-245;1513;3295;-240;3;0;4840
330350;2006;61;3369;120;3632;9646;9964;472;13;0;27277;-24;-2859;-112;-3097;-8522;-9451;-530;-7;0;-24602;37;510;8;535;1124;513;-58;6;0;2675
330350;2005;10;2713;154;1475;10553;10012;897;11;0;25825;-41;-2667;-67;-2024;-9156;-8777;-137;-17;0;-22886;-31;46;87;-549;1397;1235;760;-6;0;2939
330350;2004;39;3729;108;2203;9639;9032;26;14;0;24790;-128;-3074;-29;-2068;-8473;-8046;-14;-11;0;-21843;-89;655;79;135;1166;986;12;3;0;2947
330360;Total;13;4459;15;898;6246;5007;1099;190;0;17927;-7;-4097;-10;-905;-5475;-5080;-1377;-194;0;-17145;6;362;5;-7;771;-73;-278;-4;0;782
330360;2015;0;624;3;46;567;345;13;20;0;1618;0;-572;0;-75;-601;-327;-151;-12;0;-1738;0;52;3;-29;-34;18;-138;8;0;-120
330360;2014;1;424;2;191;935;348;123;6;0;2030;-1;-362;0;-145;-705;-297;-132;-11;0;-1653;0;62;2;46;230;51;-9;-5;0;377
330360;2013;1;339;2;31;716;366;88;14;0;1557;-1;-397;-1;-37;-554;-288;-38;-16;0;-1332;0;-58;1;-6;162;78;50;-2;0;225
330360;2012;0;381;0;72;556;376;12;12;0;1409;0;-332;0;-119;-554;-457;-58;-13;0;-1533;0;49;0;-47;2;-81;-46;-1;0;-124
330360;2011;1;362;1;57;578;329;192;18;0;1538;0;-277;-2;-57;-464;-295;-218;-30;0;-1343;1;85;-1;0;114;34;-26;-12;0;195
330360;2010;0;294;0;84;509;293;169;17;0;1366;0;-237;-1;-77;-403;-289;-199;-8;0;-1214;0;57;-1;7;106;4;-30;9;0;152
330360;2009;3;278;1;18;435;252;159;14;0;1160;-3;-175;-1;-19;-452;-208;-185;-17;0;-1060;0;103;0;-1;-17;44;-26;-3;0;100
330360;2008;3;159;1;10;392;300;113;16;0;994;-1;-132;-3;-9;-422;-300;-141;-15;0;-1023;2;27;-2;1;-30;0;-28;1;0;-29
330360;2007;4;293;0;13;397;670;112;18;0;1507;-1;-270;0;-16;-379;-1263;-115;-24;0;-2068;3;23;0;-3;18;-593;-3;-6;0;-561
330360;2006;0;278;0;141;424;572;44;23;0;1482;0;-190;0;-216;-333;-690;-89;-17;0;-1535;0;88;0;-75;91;-118;-45;6;0;-53
330360;2005;0;313;4;119;426;707;21;19;0;1609;0;-783;-1;-132;-351;-342;-47;-14;0;-1670;0;-470;3;-13;75;365;-26;5;0;-61
330360;2004;0;714;1;116;311;449;53;13;0;1657;0;-370;-1;-3;-257;-324;-4;-17;0;-976;0;344;0;113;54;125;49;-4;0;681
330370;Total;130;9457;12;1208;8073;8667;1035;2956;0;31538;-152;-9272;-9;-1102;-7558;-7427;-1002;-2721;0;-29243;-22;185;3;106;515;1240;33;235;0;2295
330370;2015;5;770;2;250;776;835;0;268;0;2906;-11;-749;0;-228;-748;-752;0;-253;0;-2741;-6;21;2;22;28;83;0;15;0;165
330370;2014;21;843;4;165;798;906;0;281;0;3018;-17;-972;-2;-151;-824;-769;0;-270;0;-3005;4;-129;2;14;-26;137;0;11;0;13
330370;2013;8;1161;0;173;890;1112;43;234;0;3621;-14;-1339;0;-176;-828;-1367;-165;-197;0;-4086;-6;-178;0;-3;62;-255;-122;37;0;-465
330370;2012;10;1872;0;115;796;1447;22;135;0;4397;-29;-1657;0;-110;-771;-740;-15;-183;0;-3505;-19;215;0;5;25;707;7;-48;0;892
330370;2011;8;1426;0;165;778;807;125;165;0;3474;-8;-1140;-1;-129;-750;-620;-30;-161;0;-2839;0;286;-1;36;28;187;95;4;0;635
330370;2010;26;778;0;101;684;741;39;251;0;2620;-12;-550;0;-64;-635;-517;-167;-252;0;-2197;14;228;0;37;49;224;-128;-1;0;423
330370;2009;15;381;0;29;547;441;315;283;0;2011;-15;-669;0;-48;-555;-376;-256;-280;0;-2199;0;-288;0;-19;-8;65;59;3;0;-188
330370;2008;20;554;0;61;645;386;32;323;0;2021;-30;-444;-1;-26;-598;-391;-34;-296;0;-1820;-10;110;-1;35;47;-5;-2;27;0;201
330370;2007;5;444;1;43;547;400;58;213;0;1711;-5;-414;0;-28;-488;-478;-56;-231;0;-1700;0;30;1;15;59;-78;2;-18;0;11
330370;2006;2;433;0;8;498;473;29;262;0;1705;-3;-343;0;-10;-459;-442;-29;-276;0;-1562;-1;90;0;-2;39;31;0;-14;0;143
330370;2005;4;339;5;12;548;579;340;408;0;2235;-2;-572;-5;-38;-499;-512;-247;-225;0;-2100;2;-233;0;-26;49;67;93;183;0;135
330370;2004;6;456;0;86;566;540;32;133;0;1819;-6;-423;0;-94;-403;-463;-3;-97;0;-1489;0;33;0;-8;163;77;29;36;0;330
330380;Total;107;309;59;586;10155;17942;897;207;0;30262;-87;-285;-16;-544;-9368;-16520;-1169;-209;0;-28198;20;24;43;42;787;1422;-272;-2;0;2064
330380;2015;4;18;14;14;1185;2131;0;16;0;3382;-10;-22;-10;-21;-1108;-2085;0;-17;0;-3273;-6;-4;4;-7;77;46;0;-1;0;109
330380;2014;12;22;45;75;1235;2370;0;10;0;3769;-8;-21;-6;-102;-1149;-2239;0;-21;0;-3546;4;1;39;-27;86;131;0;-11;0;223
330380;2013;8;34;0;74;914;2302;208;15;0;3555;-13;-28;0;-56;-893;-2179;-94;-14;0;-3277;-5;6;0;18;21;123;114;1;0;278
330380;2012;18;26;0;65;944;1958;213;25;0;3249;-6;-23;0;-62;-897;-1898;-97;-25;0;-3008;12;3;0;3;47;60;116;0;0;241
330380;2011;6;19;0;62;919;1882;119;15;0;3022;-4;-20;0;-66;-884;-1582;-157;-20;0;-2733;2;-1;0;-4;35;300;-38;-5;0;289
330380;2010;10;38;0;83;797;1450;61;19;0;2458;-8;-32;0;-70;-809;-1250;-178;-16;0;-2363;2;6;0;13;-12;200;-117;3;0;95
330380;2009;20;30;0;55;835;1339;124;6;0;2409;-26;-29;0;-53;-734;-1099;-130;-14;0;-2085;-6;1;0;2;101;240;-6;-8;0;324
330380;2008;15;32;0;79;876;1169;19;18;0;2208;-2;-36;0;-70;-661;-1059;-33;-16;0;-1877;13;-4;0;9;215;110;-14;2;0;331
330380;2007;3;30;0;35;645;862;33;24;0;1632;-8;-17;0;-7;-761;-784;-29;-24;0;-1630;-5;13;0;28;-116;78;4;0;0;2
330380;2006;3;14;0;0;598;783;42;7;0;1447;-1;-17;0;-6;-557;-759;-203;-10;0;-1553;2;-3;0;-6;41;24;-161;-3;0;-106
330380;2005;3;30;0;10;667;886;31;15;0;1642;-1;-16;0;-4;-502;-824;-190;-18;0;-1555;2;14;0;6;165;62;-159;-3;0;87
330380;2004;5;16;0;34;540;810;47;37;0;1489;0;-24;0;-27;-413;-762;-58;-14;0;-1298;5;-8;0;7;127;48;-11;23;0;191
330385;Total;155;2020;4;126;3454;1428;0;454;0;7641;-122;-1513;0;-132;-3206;-1295;0;-458;0;-6726;33;507;4;-6;248;133;0;-4;0;915
330385;2015;21;201;0;59;249;141;0;35;0;706;-28;-226;0;-64;-260;-135;0;-42;0;-755;-7;-25;0;-5;-11;6;0;-7;0;-49
330385;2014;27;362;0;7;373;185;0;32;0;986;-13;-257;0;-13;-468;-162;0;-37;0;-950;14;105;0;-6;-95;23;0;-5;0;36
330385;2013;13;356;0;9;382;164;0;33;0;957;-13;-265;0;-5;-354;-162;0;-33;0;-832;0;91;0;4;28;2;0;0;0;125
330385;2012;25;144;0;10;383;150;0;26;0;738;-23;-120;0;-4;-316;-226;0;-36;0;-725;2;24;0;6;67;-76;0;-10;0;13
330385;2011;26;139;0;14;373;123;0;51;0;726;-19;-133;0;-11;-351;-137;0;-39;0;-690;7;6;0;3;22;-14;0;12;0;36
330385;2010;27;136;0;0;306;114;0;38;0;621;-20;-120;0;-1;-270;-89;0;-29;0;-529;7;16;0;-1;36;25;0;9;0;92
330385;2009;13;141;3;6;261;113;0;30;0;567;-3;-87;0;-6;-262;-80;0;-38;0;-476;10;54;3;0;-1;33;0;-8;0;91
330385;2008;1;218;1;10;271;64;0;41;0;606;-3;-102;0;-14;-244;-55;0;-39;0;-457;-2;116;1;-4;27;9;0;2;0;149
330385;2007;2;86;0;6;200;58;0;36;0;388;0;-45;0;-6;-154;-49;0;-35;0;-289;2;41;0;0;46;9;0;1;0;99
330385;2006;0;101;0;2;222;64;0;51;0;440;0;-49;0;-1;-176;-57;0;-41;0;-324;0;52;0;1;46;7;0;10;0;116
330385;2005;0;62;0;3;260;140;0;44;0;509;0;-38;0;0;-171;-87;0;-45;0;-341;0;24;0;3;89;53;0;-1;0;168
330385;2004;0;74;0;0;174;112;0;37;0;397;0;-71;0;-7;-180;-56;0;-44;0;-358;0;3;0;-7;-6;56;0;-7;0;39
330390;Total;87;64637;2872;29402;99169;110986;141;2309;0;309603;-77;-62419;-2792;-27643;-94017;-100708;-143;-2374;0;-290173;10;2218;80;1759;5152;10278;-2;-65;0;19430
330390;2015;15;3850;52;3295;7989;10288;0;127;0;25616;-11;-5068;-110;-3709;-8766;-9843;0;-119;0;-27626;4;-1218;-58;-414;-777;445;0;8;0;-2010
330390;2014;14;5209;62;4195;9944;11394;0;178;0;30996;-16;-5662;-81;-3486;-10236;-10560;0;-155;0;-30196;-2;-453;-19;709;-292;834;0;23;0;800
330390;2013;10;5898;654;2175;10574;11666;0;153;0;31130;-9;-6032;-630;-2253;-10352;-10379;0;-204;0;-29859;1;-134;24;-78;222;1287;0;-51;0;1271
330390;2012;10;6092;85;3372;10133;11831;0;175;0;31698;-3;-6540;-99;-3302;-9586;-11358;-2;-172;0;-31062;7;-448;-14;70;547;473;-2;3;0;636
330390;2011;7;7152;77;3617;10012;11924;17;206;0;33012;-7;-7005;-104;-3541;-9093;-10820;-5;-242;0;-30817;0;147;-27;76;919;1104;12;-36;0;2195
330390;2010;4;6872;143;3430;8646;9882;1;198;0;29176;-3;-6204;-147;-2874;-7841;-9086;-7;-219;0;-26381;1;668;-4;556;805;796;-6;-21;0;2795
330390;2009;0;5759;129;2332;7760;8641;1;194;0;24816;0;-5860;-204;-1866;-6975;-7504;-2;-255;0;-22666;0;-101;-75;466;785;1137;-1;-61;0;2150
330390;2008;7;6282;630;2346;7921;8450;2;286;0;25924;-5;-5658;-429;-1984;-7222;-7529;-1;-222;0;-23050;2;624;201;362;699;921;1;64;0;2874
330390;2007;8;4873;234;1322;7280;7586;1;192;0;21496;-11;-4251;-175;-1307;-6835;-6698;0;-228;0;-19505;-3;622;59;15;445;888;1;-36;0;1991
330390;2006;5;4110;515;1351;6437;6997;32;153;0;19600;-2;-3667;-407;-1166;-6094;-6069;-31;-170;0;-17606;3;443;108;185;343;928;1;-17;0;1994
330390;2005;6;4191;166;758;6788;6426;36;241;0;18612;-10;-3351;-213;-1007;-5883;-5511;-53;-210;0;-16238;-4;840;-47;-249;905;915;-17;31;0;2374
330390;2004;1;4349;125;1209;5685;5901;51;206;0;17527;0;-3121;-193;-1148;-5134;-5351;-42;-178;0;-15167;1;1228;-68;61;551;550;9;28;0;2360
330395;Total;14;2388;0;627;3136;2646;934;365;0;10110;-14;-2389;0;-688;-2920;-2409;-952;-357;0;-9729;0;-1;0;-61;216;237;-18;8;0;381
330395;2015;0;193;0;73;206;269;76;16;0;833;0;-267;0;-84;-282;-258;-33;-42;0;-966;0;-74;0;-11;-76;11;43;-26;0;-133
330395;2014;0;272;0;93;441;322;70;42;0;1240;0;-294;0;-85;-350;-317;-26;-39;0;-1111;0;-22;0;8;91;5;44;3;0;129
330395;2013;0;342;0;112;320;413;45;37;0;1269;0;-290;0;-143;-310;-392;-31;-25;0;-1191;0;52;0;-31;10;21;14;12;0;78
330395;2012;0;294;0;112;315;401;20;54;0;1196;0;-262;0;-179;-301;-346;-28;-78;0;-1194;0;32;0;-67;14;55;-8;-24;0;2
330395;2011;0;256;0;91;303;269;56;71;0;1046;0;-230;0;-65;-282;-223;-104;-56;0;-960;0;26;0;26;21;46;-48;15;0;86
330395;2010;0;216;0;32;358;203;251;63;0;1123;0;-171;0;-19;-333;-152;-243;-49;0;-967;0;45;0;13;25;51;8;14;0;156
330395;2009;0;138;0;34;441;132;241;46;0;1032;0;-155;0;-36;-388;-163;-251;-38;0;-1031;0;-17;0;-2;53;-31;-10;8;0;1
330395;2008;0;211;0;42;214;129;18;8;0;622;0;-278;0;-23;-189;-113;-148;-14;0;-765;0;-67;0;19;25;16;-130;-6;0;-143
330395;2007;3;145;0;1;178;129;157;5;0;618;-4;-163;0;-15;-152;-95;-87;-5;0;-521;-1;-18;0;-14;26;34;70;0;0;97
330395;2006;0;136;0;15;147;165;0;12;0;475;0;-141;0;-19;-160;-164;-1;-4;0;-489;0;-5;0;-4;-13;1;-1;8;0;-14
330395;2005;8;137;0;1;131;140;0;4;0;421;-8;-87;0;-3;-89;-138;0;-3;0;-328;0;50;0;-2;42;2;0;1;0;93
330395;2004;3;48;0;21;82;74;0;7;0;235;-2;-51;0;-17;-84;-48;0;-4;0;-206;1;-3;0;4;-2;26;0;3;0;29
330400;Total;13;5478;75;2828;4684;6684;2;1213;0;20977;-14;-5743;-111;-2689;-4194;-5757;-14;-1242;0;-19764;-1;-265;-36;139;490;927;-12;-29;0;1213
330400;2015;0;264;7;162;413;828;0;76;0;1750;-3;-336;-5;-382;-399;-906;-1;-135;0;-2167;-3;-72;2;-220;14;-78;-1;-59;0;-417
330400;2014;6;215;5;199;445;1327;0;122;0;2319;-3;-273;-7;-410;-491;-1100;-1;-113;0;-2398;3;-58;-2;-211;-46;227;-1;9;0;-79
330400;2013;0;230;5;592;563;957;0;114;0;2461;0;-552;-7;-401;-499;-843;0;-153;0;-2455;0;-322;-2;191;64;114;0;-39;0;6
330400;2012;0;254;9;501;434;715;0;152;0;2065;0;-427;-13;-343;-404;-655;-2;-155;0;-1999;0;-173;-4;158;30;60;-2;-3;0;66
330400;2011;0;688;26;208;359;591;0;127;0;1999;0;-548;-14;-187;-363;-528;0;-96;0;-1736;0;140;12;21;-4;63;0;31;0;263
330400;2010;0;541;5;330;396;633;0;97;0;2002;0;-565;-6;-241;-327;-522;0;-121;0;-1782;0;-24;-1;89;69;111;0;-24;0;220
330400;2009;0;386;1;86;257;588;0;105;0;1423;0;-451;-16;-137;-259;-325;0;-119;0;-1307;0;-65;-15;-51;-2;263;0;-14;0;116
330400;2008;0;504;2;185;271;241;0;90;0;1293;0;-818;-21;-183;-255;-208;-1;-76;0;-1562;0;-314;-19;2;16;33;-1;14;0;-269
330400;2007;2;808;8;115;514;204;0;74;0;1725;-2;-625;-15;-89;-394;-173;-2;-88;0;-1388;0;183;-7;26;120;31;-2;-14;0;337
330400;2006;1;637;5;138;532;229;1;57;0;1600;0;-460;-6;-133;-357;-209;-2;-44;0;-1211;1;177;-1;5;175;20;-1;13;0;389
330400;2005;4;375;1;159;252;196;1;102;0;1090;-5;-332;0;-62;-230;-127;-1;-80;0;-837;-1;43;1;97;22;69;0;22;0;253
330400;2004;0;576;1;153;248;175;0;97;0;1250;-1;-356;-1;-121;-216;-161;-4;-62;0;-922;-1;220;0;32;32;14;-4;35;0;328
330410;Total;157;1214;0;82;1452;689;6;360;0;3960;-170;-1085;0;-68;-1226;-579;-3;-342;0;-3473;-13;129;0;14;226;110;3;18;0;487
330410;2015;6;76;0;33;139;83;0;30;0;367;-13;-70;0;-17;-135;-77;0;-26;0;-338;-7;6;0;16;4;6;0;4;0;29
330410;2014;8;121;0;4;174;91;0;28;0;426;-14;-116;0;-22;-149;-89;0;-29;0;-419;-6;5;0;-18;25;2;0;-1;0;7
330410;2013;14;121;0;9;188;61;0;33;0;426;-10;-133;0;-11;-136;-68;0;-31;0;-389;4;-12;0;-2;52;-7;0;2;0;37
330410;2012;14;158;0;13;116;85;0;35;0;421;-11;-109;0;-5;-113;-44;0;-19;0;-301;3;49;0;8;3;41;0;16;0;120
330410;2011;7;123;0;12;102;80;0;27;0;351;-21;-94;0;-2;-102;-55;0;-33;0;-307;-14;29;0;10;0;25;0;-6;0;44
330410;2010;18;149;0;1;119;48;0;30;0;365;-8;-125;0;-1;-89;-44;0;-35;0;-302;10;24;0;0;30;4;0;-5;0;63
330410;2009;16;115;0;2;114;67;0;18;0;332;-30;-104;0;0;-95;-47;0;-31;0;-307;-14;11;0;2;19;20;0;-13;0;25
330410;2008;25;118;0;4;93;44;0;31;0;315;-17;-89;0;-4;-98;-42;0;-32;0;-282;8;29;0;0;-5;2;0;-1;0;33
330410;2007;13;75;0;0;107;33;1;37;0;266;-18;-51;0;-1;-105;-29;-1;-30;0;-235;-5;24;0;-1;2;4;0;7;0;31
330410;2006;17;34;0;0;136;22;1;28;0;238;-9;-88;0;0;-56;-28;-2;-19;0;-202;8;-54;0;0;80;-6;-1;9;0;36
330410;2005;13;67;0;1;96;45;1;34;0;257;-10;-60;0;-2;-80;-25;0;-34;0;-211;3;7;0;-1;16;20;1;0;0;46
330410;2004;6;57;0;3;68;30;3;29;0;196;-9;-46;0;-3;-68;-31;0;-23;0;-180;-3;11;0;0;0;-1;3;6;0;16
330411;Total;14;18952;7;1643;2234;8914;504;133;0;32401;-12;-17965;-9;-1513;-1980;-7455;-559;-151;0;-29644;2;987;-2;130;254;1459;-55;-18;0;2757
330411;2015;0;714;0;89;173;791;0;4;0;1771;0;-1454;-1;-108;-193;-1029;-79;-9;0;-2873;0;-740;-1;-19;-20;-238;-79;-5;0;-1102
330411;2014;0;666;0;90;271;525;76;9;0;1637;0;-2862;0;-139;-262;-799;-105;-6;0;-4173;0;-2196;0;-49;9;-274;-29;3;0;-2536
330411;2013;6;1983;2;202;314;1007;132;4;0;3650;-10;-2296;-1;-148;-247;-815;-66;-2;0;-3585;-4;-313;1;54;67;192;66;2;0;65
330411;2012;8;1916;2;134;197;669;92;51;0;3069;-2;-2258;-4;-205;-210;-616;-100;-69;0;-3464;6;-342;-2;-71;-13;53;-8;-18;0;-395
330411;2011;0;2176;0;223;199;976;107;15;0;3696;0;-1756;-1;-111;-141;-768;-38;-17;0;-2832;0;420;-1;112;58;208;69;-2;0;864
330411;2010;0;3268;3;250;199;706;97;10;0;4533;0;-1720;-2;-266;-149;-564;-171;-10;0;-2882;0;1548;1;-16;50;142;-74;0;0;1651
330411;2009;0;1296;0;190;111;430;0;17;0;2044;0;-1394;0;-158;-111;-497;0;-12;0;-2172;0;-98;0;32;0;-67;0;5;0;-128
330411;2008;0;1945;0;182;112;1913;0;5;0;4157;0;-1503;0;-148;-107;-1143;0;-6;0;-2907;0;442;0;34;5;770;0;-1;0;1250
330411;2007;0;2237;0;100;153;664;0;13;0;3167;0;-911;0;-73;-168;-475;0;-8;0;-1635;0;1326;0;27;-15;189;0;5;0;1532
330411;2006;0;561;0;64;156;460;0;3;0;1244;0;-568;0;-41;-129;-261;0;-2;0;-1001;0;-7;0;23;27;199;0;1;0;243
330411;2005;0;1317;0;49;223;552;0;2;0;2143;0;-808;0;-65;-139;-341;0;-8;0;-1361;0;509;0;-16;84;211;0;-6;0;782
330411;2004;0;873;0;70;126;221;0;0;0;1290;0;-435;0;-51;-124;-147;0;-2;0;-759;0;438;0;19;2;74;0;-2;0;531
330412;Total;84;760;30;2454;1991;2135;180;381;0;8015;-89;-732;-19;-2348;-1836;-1787;-313;-432;0;-7556;-5;28;11;106;155;348;-133;-51;0;459
330412;2015;0;6;0;106;165;273;0;30;0;580;-5;-7;0;-77;-171;-332;0;-31;0;-623;-5;-1;0;29;-6;-59;0;-1;0;-43
330412;2014;3;6;2;168;260;605;0;41;0;1085;-5;-28;-1;-261;-250;-409;0;-46;0;-1000;-2;-22;1;-93;10;196;0;-5;0;85
330412;2013;6;39;0;289;219;200;0;58;0;811;-7;-53;0;-299;-229;-159;0;-60;0;-807;-1;-14;0;-10;-10;41;0;-2;0;4
330412;2012;8;55;1;576;226;162;0;60;0;1088;-10;-64;0;-547;-200;-153;0;-69;0;-1043;-2;-9;1;29;26;9;0;-9;0;45
330412;2011;7;64;12;562;229;206;0;19;0;1099;-15;-81;-2;-549;-212;-161;0;-21;0;-1041;-8;-17;10;13;17;45;0;-2;0;58
330412;2010;13;180;1;544;183;164;0;20;0;1105;-4;-129;0;-409;-135;-110;0;-26;0;-813;9;51;1;135;48;54;0;-6;0;292
330412;2009;15;75;1;153;151;85;0;18;0;498;-7;-79;-1;-157;-145;-84;0;-18;0;-491;8;-4;0;-4;6;1;0;0;0;7
330412;2008;10;55;0;7;87;80;116;29;0;384;-5;-56;0;-5;-73;-52;-136;-38;0;-365;5;-1;0;2;14;28;-20;-9;0;19
330412;2007;2;42;0;13;114;43;41;18;0;273;-8;-44;0;-9;-99;-76;-53;-15;0;-304;-6;-2;0;4;15;-33;-12;3;0;-31
330412;2006;1;55;0;20;98;83;8;13;0;278;-14;-37;0;-15;-107;-56;-44;-21;0;-294;-13;18;0;5;-9;27;-36;-8;0;-16
330412;2005;13;99;5;5;127;93;6;30;0;378;-4;-95;-9;-10;-106;-121;-15;-45;0;-405;9;4;-4;-5;21;-28;-9;-15;0;-27
330412;2004;6;84;8;11;132;141;9;45;0;436;-5;-59;-6;-10;-109;-74;-65;-42;0;-370;1;25;2;1;23;67;-56;3;0;66
330414;Total;381;10486;40;20407;19267;15414;0;40;0;66035;-307;-10297;-37;-14498;-17648;-14591;0;-35;0;-57413;74;189;3;5909;1619;823;0;5;0;8622
330414;2015;39;1446;9;305;2662;1889;0;2;0;6352;-31;-1690;-5;-342;-2916;-1996;0;-1;0;-6981;8;-244;4;-37;-254;-107;0;1;0;-629
330414;2014;61;1655;4;790;2519;1550;0;1;0;6580;-65;-1379;-4;-956;-2444;-1516;0;0;0;-6364;-4;276;0;-166;75;34;0;1;0;216
330414;2013;88;1315;10;1290;2173;1354;0;0;0;6230;-86;-1178;-7;-3175;-2008;-1491;0;0;0;-7945;2;137;3;-1885;165;-137;0;0;0;-1715
330414;2012;89;763;4;8401;2016;1613;0;0;0;12886;-48;-793;-3;-3207;-1749;-1967;0;0;0;-7767;41;-30;1;5194;267;-354;0;0;0;5119
330414;2011;6;993;3;3303;1468;2229;0;2;0;8004;-3;-783;-2;-1590;-1368;-1899;0;-4;0;-5649;3;210;1;1713;100;330;0;-2;0;2355
330414;2010;31;694;0;2236;1490;1972;0;2;0;6425;-24;-461;-2;-1799;-1223;-1521;0;-1;0;-5031;7;233;-2;437;267;451;0;1;0;1394
330414;2009;8;536;0;648;1123;1085;0;5;0;3405;-11;-474;0;-906;-1065;-910;0;-3;0;-3369;-3;62;0;-258;58;175;0;2;0;36
330414;2008;18;669;1;742;1368;1064;0;6;0;3868;-10;-804;-3;-391;-1206;-914;0;-9;0;-3337;8;-135;-2;351;162;150;0;-3;0;531
330414;2007;7;673;0;416;1237;687;0;7;0;3027;-10;-853;-9;-279;-994;-541;0;-5;0;-2691;-3;-180;-9;137;243;146;0;2;0;336
330414;2006;4;775;0;1080;1073;627;0;2;0;3561;-9;-686;0;-1159;-1003;-483;0;0;0;-3340;-5;89;0;-79;70;144;0;2;0;221
330414;2005;18;647;6;943;1176;739;0;7;0;3536;-3;-668;-2;-514;-922;-636;0;-5;0;-2750;15;-21;4;429;254;103;0;2;0;786
330414;2004;12;320;3;253;962;605;0;6;0;2161;-7;-528;0;-180;-750;-717;0;-7;0;-2189;5;-208;3;73;212;-112;0;-1;0;-28
330415;Total;6;1085;57;1305;1477;1235;744;555;0;6464;-4;-1036;-54;-1296;-1310;-1150;-576;-542;0;-5968;2;49;3;9;167;85;168;13;0;496
330415;2015;2;23;4;17;146;78;71;22;0;363;-2;-66;-1;-30;-151;-85;-63;-38;0;-436;0;-43;3;-13;-5;-7;8;-16;0;-73
330415;2014;0;158;0;38;183;93;154;16;0;642;-2;-159;0;-44;-158;-119;-62;-29;0;-573;-2;-1;0;-6;25;-26;92;-13;0;69
330415;2013;0;152;2;73;163;172;121;40;0;723;0;-169;-3;-68;-172;-161;-40;-50;0;-663;0;-17;-1;5;-9;11;81;-10;0;60
330415;2012;0;114;5;25;177;145;34;37;0;537;0;-73;-3;-47;-145;-149;-57;-49;0;-523;0;41;2;-22;32;-4;-23;-12;0;14
330415;2011;0;77;3;14;172;100;29;104;0;499;0;-96;-5;-28;-150;-112;-37;-88;0;-516;0;-19;-2;-14;22;-12;-8;16;0;-17
330415;2010;0;160;1;32;177;222;171;107;0;870;0;-72;-21;-30;-148;-116;-35;-53;0;-475;0;88;-20;2;29;106;136;54;0;395
330415;2009;0;28;1;37;122;96;0;19;0;303;0;-67;0;-53;-98;-136;-22;-17;0;-393;0;-39;1;-16;24;-40;-22;2;0;-90
330415;2008;0;283;33;50;83;97;0;27;0;573;0;-259;-14;-45;-72;-94;-20;-44;0;-548;0;24;19;5;11;3;-20;-17;0;25
330415;2007;3;28;5;29;94;52;3;44;0;258;0;-17;-5;-30;-84;-45;-94;-57;0;-332;3;11;0;-1;10;7;-91;-13;0;-74
330415;2006;0;48;3;135;61;63;88;45;0;443;0;-28;-2;-70;-48;-43;-74;-24;0;-289;0;20;1;65;13;20;14;21;0;154
330415;2005;0;8;0;114;46;61;73;63;0;365;0;-17;0;-561;-44;-34;-72;-69;0;-797;0;-9;0;-447;2;27;1;-6;0;-432
330415;2004;1;6;0;741;53;56;0;31;0;888;0;-13;0;-290;-40;-56;0;-24;0;-423;1;-7;0;451;13;0;0;7;0;465
330420;Total;93;20072;1405;11875;50333;68391;48;1625;0;153842;-123;-17619;-1239;-12422;-47110;-64310;-80;-1634;0;-144537;-30;2453;166;-547;3223;4081;-32;-9;0;9305
330420;2015;0;1390;125;757;4084;5576;0;75;0;12007;-31;-1999;-140;-983;-4842;-5992;-12;-96;0;-14095;-31;-609;-15;-226;-758;-416;-12;-21;0;-2088
330420;2014;3;2001;131;767;6290;6707;0;101;0;16000;-7;-2388;-111;-873;-6053;-6869;-20;-104;0;-16425;-4;-387;20;-106;237;-162;-20;-3;0;-425
330420;2013;6;2423;85;1108;6749;8246;1;137;0;18755;-11;-1740;-75;-965;-5862;-7292;-11;-144;0;-16100;-5;683;10;143;887;954;-10;-7;0;2655
